"DEPARTAMENTO","MUNICIPIO","CODIGO DANE","ARMAS MEDIOS","FECHA HECHO","GENERO","GRUPO ETARIO","CANTIDAD"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","15/09/2013","FEMENINO","ADULTOS","1"
"RISARALDA","Santa Rosa de Cabal","66682000","SIN EMPLEO DE ARMAS","24/04/2013","FEMENINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","29/08/2013","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","05/08/2013","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","21/08/2013","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","12/10/2013","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","27/10/2013","FEMENINO","ADULTOS","1"
"RISARALDA","La Virginia","66400000","SIN EMPLEO DE ARMAS","03/11/2013","FEMENINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","28/08/2013","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","23/11/2013","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","10/11/2013","MASCULINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","28/08/2013","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","24/08/2013","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","18/10/2013","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","26/08/2013","FEMENINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","15/10/2013","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","06/10/2013","FEMENINO","ADULTOS","1"
"RISARALDA","Santa Rosa de Cabal","66682000","SIN EMPLEO DE ARMAS","05/11/2013","FEMENINO","ADOLESCENTES","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","14/10/2013","MASCULINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","25/11/2013","MASCULINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","10/12/2013","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","09/09/2013","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","06/01/2014","MASCULINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","03/01/2014","FEMENINO","ADULTOS","3"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","23/01/2014","FEMENINO","ADOLESCENTES","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","13/01/2014","FEMENINO","ADOLESCENTES","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","27/01/2014","MASCULINO","ADULTOS","2"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","24/01/2014","MASCULINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","24/01/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","21/01/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","03/02/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","04/02/2014","FEMENINO","ADULTOS","2"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","04/02/2014","MASCULINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","06/02/2014","MASCULINO","ADULTOS","1"
"RISARALDA","Santa Rosa de Cabal","66682000","SIN EMPLEO DE ARMAS","06/02/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Santa Rosa de Cabal","66682000","SIN EMPLEO DE ARMAS","20/02/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","14/03/2014","FEMENINO","ADULTOS","2"
"RISARALDA","Santa Rosa de Cabal","66682000","SIN EMPLEO DE ARMAS","25/10/2013","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","28/03/2014","FEMENINO","ADULTOS","3"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","04/04/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","20/04/2014","FEMENINO","ADULTOS","2"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","30/04/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","06/05/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","23/05/2014","FEMENINO","ADULTOS","2"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","23/05/2014","FEMENINO","ADOLESCENTES","1"
"RISARALDA","Pereira (CT)","66001025","SIN EMPLEO DE ARMAS","10/04/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","02/05/2014","MASCULINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","24/05/2014","MASCULINO","ADOLESCENTES","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","30/05/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","11/05/2014","FEMENINO","ADULTOS","2"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","22/04/2014","FEMENINO","ADULTOS","2"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","03/06/2014","FEMENINO","ADOLESCENTES","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","07/06/2014","MASCULINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","10/06/2014","MASCULINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","17/06/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","27/06/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","10/07/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","10/07/2014","MASCULINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","21/06/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","13/05/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","14/06/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","17/06/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","16/07/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","24/06/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","12/07/2014","MASCULINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","09/07/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","15/07/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","08/07/2014","FEMENINO","ADULTOS","1"
"RISARALDA","La Virginia","66400000","SIN EMPLEO DE ARMAS","25/07/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","09/06/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","31/07/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","03/08/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","02/08/2014","MASCULINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","06/07/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","29/07/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001018","SIN EMPLEO DE ARMAS","25/07/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","07/07/2014","MASCULINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","11/08/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","04/08/2014","FEMENINO","ADULTOS","2"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","04/08/2014","MASCULINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001015","SIN EMPLEO DE ARMAS","13/08/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","12/08/2014","MASCULINO","ADULTOS","2"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","08/08/2014","MASCULINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","12/08/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","03/08/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","12/08/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","05/08/2014","FEMENINO","ADULTOS","3"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","08/08/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","21/08/2014","MASCULINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","25/08/2014","MASCULINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","09/08/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Santa Rosa de Cabal","66682000","SIN EMPLEO DE ARMAS","18/09/2014","FEMENINO","ADOLESCENTES","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","30/09/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","26/08/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","24/09/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","23/09/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","05/10/2014","MASCULINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","08/10/2014","FEMENINO","ADOLESCENTES","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","02/09/2014","MASCULINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","10/08/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","20/10/2014","MASCULINO","ADULTOS","1"
"RISARALDA","Santa Rosa de Cabal","66682000","SIN EMPLEO DE ARMAS","01/10/2014","MASCULINO","ADULTOS","1"
"RISARALDA","Santa Rosa de Cabal","66682000","SIN EMPLEO DE ARMAS","01/10/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Marsella","66440000","SIN EMPLEO DE ARMAS","13/08/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Pueblo Rico","66572000","SIN EMPLEO DE ARMAS","02/08/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Santa Rosa de Cabal","66682000","SIN EMPLEO DE ARMAS","06/09/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Santa Rosa de Cabal","66682000","SIN EMPLEO DE ARMAS","02/09/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Santa Rosa de Cabal","66682000","SIN EMPLEO DE ARMAS","13/09/2014","MASCULINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","29/05/2014","FEMENINO","ADOLESCENTES","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","14/02/2014","FEMENINO","ADULTOS","2"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","09/05/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","11/05/2014","FEMENINO","ADULTOS","2"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","17/02/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","25/05/2014","FEMENINO","ADULTOS","2"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","19/02/2014","FEMENINO","ADULTOS","2"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","27/05/2014","MASCULINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","16/05/2014","MASCULINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","29/03/2014","FEMENINO","MENORES","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","01/03/2014","MASCULINO","ADOLESCENTES","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","18/03/2014","FEMENINO","MENORES","1"
"RISARALDA","Santa Rosa de Cabal","66682000","SIN EMPLEO DE ARMAS","21/01/2014","FEMENINO","ADULTOS","1"
"RISARALDA","La Virginia","66400000","SIN EMPLEO DE ARMAS","16/01/2014","FEMENINO","ADULTOS","1"
"RISARALDA","La Virginia","66400000","SIN EMPLEO DE ARMAS","05/04/2014","FEMENINO","ADULTOS","1"
"RISARALDA","La Virginia","66400000","SIN EMPLEO DE ARMAS","12/05/2014","MASCULINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","31/03/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","05/05/2014","FEMENINO","ADULTOS","2"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","02/05/2014","FEMENINO","ADULTOS","1"
"RISARALDA","La Virginia","66400000","SIN EMPLEO DE ARMAS","21/04/2014","FEMENINO","MENORES","1"
"RISARALDA","La Virginia","66400000","SIN EMPLEO DE ARMAS","10/02/2014","FEMENINO","ADULTOS","1"
"RISARALDA","La Virginia","66400000","SIN EMPLEO DE ARMAS","03/04/2014","MASCULINO","MENORES","1"
"RISARALDA","La Virginia","66400000","SIN EMPLEO DE ARMAS","24/04/2014","FEMENINO","ADULTOS","1"
"RISARALDA","La Virginia","66400000","SIN EMPLEO DE ARMAS","01/02/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","23/01/2014","FEMENINO","ADULTOS","2"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","17/02/2014","FEMENINO","MENORES","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","18/01/2014","FEMENINO","ADULTOS","2"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","28/01/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","13/03/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","22/03/2014","FEMENINO","ADULTOS","2"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","24/04/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","15/05/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","25/03/2014","FEMENINO","ADOLESCENTES","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","13/02/2014","FEMENINO","ADULTOS","3"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","07/04/2014","MASCULINO","MENORES","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","14/01/2014","FEMENINO","ADULTOS","2"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","03/03/2014","MASCULINO","ADULTOS","1"
"RISARALDA","Pueblo Rico","66572000","SIN EMPLEO DE ARMAS","22/01/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","06/06/2014","MASCULINO","ADULTOS","1"
"RISARALDA","La Virginia","66400000","SIN EMPLEO DE ARMAS","16/06/2014","MASCULINO","ADULTOS","1"
"RISARALDA","La Virginia","66400000","SIN EMPLEO DE ARMAS","26/04/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","07/03/2014","FEMENINO","ADULTOS","2"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","09/02/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","13/02/2014","MASCULINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","16/02/2014","FEMENINO","ADULTOS","2"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","13/03/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","17/03/2014","FEMENINO","ADULTOS","2"
"RISARALDA","Pueblo Rico","66572000","SIN EMPLEO DE ARMAS","04/02/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Quinchía","66594000","SIN EMPLEO DE ARMAS","01/01/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Quinchía","66594000","SIN EMPLEO DE ARMAS","10/01/2014","MASCULINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","26/02/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","15/04/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","11/06/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","01/06/2014","FEMENINO","ADULTOS","2"
"RISARALDA","Belén de Umbría","66088000","SIN EMPLEO DE ARMAS","01/06/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","28/02/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","18/03/2014","FEMENINO","ADULTOS","2"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","25/03/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","16/03/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","03/03/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Quinchía","66594000","SIN EMPLEO DE ARMAS","23/01/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Santa Rosa de Cabal","66682000","SIN EMPLEO DE ARMAS","03/06/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Santa Rosa de Cabal","66682000","SIN EMPLEO DE ARMAS","06/06/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","25/05/2014","MASCULINO","MENORES","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","12/03/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","23/03/2014","FEMENINO","ADULTOS","2"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","09/03/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","16/03/2014","FEMENINO","ADULTOS","4"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","27/04/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","31/03/2014","MASCULINO","ADULTOS","2"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","10/02/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","24/02/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","12/01/2014","FEMENINO","ADULTOS","2"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","14/05/2014","MASCULINO","ADULTOS","1"
"RISARALDA","Santa Rosa de Cabal","66682000","SIN EMPLEO DE ARMAS","25/02/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","19/02/2014","FEMENINO","ADULTOS","3"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","02/02/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","26/03/2014","FEMENINO","ADULTOS","3"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","08/01/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","05/04/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","09/01/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","20/03/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","28/02/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","20/02/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","15/02/2014","FEMENINO","ADULTOS","3"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","11/03/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","09/05/2014","MASCULINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","21/01/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","15/01/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","29/01/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","20/04/2014","MASCULINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","19/03/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","31/05/2014","MASCULINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","22/01/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","26/01/2014","MASCULINO","ADULTOS","1"
"RISARALDA","La Virginia","66400000","SIN EMPLEO DE ARMAS","04/03/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Balboa","66075000","SIN EMPLEO DE ARMAS","08/02/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","19/01/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","14/02/2014","MASCULINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","27/03/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","30/03/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","30/01/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","13/01/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","14/03/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","17/01/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","03/02/2014","MASCULINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","29/03/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","12/02/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","10/01/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","11/01/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","13/05/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","18/03/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","08/05/2014","MASCULINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","24/03/2014","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","28/01/2014","FEMENINO","ADOLESCENTES","1"
"RISARALDA","Pereira (CT)","66001000","NO REPORTADO","12/04/2018","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","NO REPORTADO","01/05/2018","MASCULINO","ADULTOS","3"
